Article_ID;Study_ID;Comparative_study_code;Publication_Year;Newspaper;Publisher;Article_Population;Population_studied;Population_homogenized;Group_taxo_included;Taxonomic_resolution;Taxonomic_detailed;Number_of_species_sampled;Number_of_collected_individuals;Ecological_group;Intervention_R1;Intervention_R2;Intervention_R3;Intervention_copy_paste;Moderator season;Moderator crop rotation;Moderator sampling location;Comparator;Outcome_indicator;Number_of_species;Outcome_metric;Outcome_divided_into_classes;Class;Outcome_type_R1;Outcome_type_R2;Outcome_type_R3;Data location;Hypothesis;Trait_set;Number_of_traits;Trait_group;Number of trait groups;Study_country;Study_design;Source
;s_46;Smith_2008_270;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus terrestris;Earthworms;Lumbricus terrestris;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;ORG;ORG;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_271;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus terrestris;Earthworms;Lumbricus terrestris;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;ORG;ORG;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_272;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus terrestris;Earthworms;Lumbricus terrestris;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;OLD;OLD;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_273;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus terrestris;Earthworms;Lumbricus terrestris;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;OLD;OLD;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_274;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus terrestris;Earthworms;Lumbricus terrestris;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;CF;CF;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_275;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;NOT (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_276;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;ORG (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_277;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;OLD (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_278;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_279;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_280;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;NOT;NOT;;;;ORG (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_281;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;NOT;NOT;;;;OLD (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_282;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;NOT;NOT;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_283;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;NOT;NOT;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_284;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;ORG;ORG;;;;OLD (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_285;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;ORG;ORG;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_286;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;ORG;ORG;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_287;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;OLD;OLD;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_288;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;OLD;OLD;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_289;2008;Soil and Tillage Research;Elsevier;Earthworm;Lumbricus rubellus;Earthworms;Lumbricus rubellus;Genus;Genus Limbricus;NA;NA;NA;Landscape;Land-use change;CF;CF;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_290;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;NOT (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_291;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;ORG (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_292;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;OLD (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_293;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_294;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_295;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;NOT;NOT;;;;ORG (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_296;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;NOT;NOT;;;;OLD (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_297;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;NOT;NOT;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_298;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;NOT;NOT;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_299;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;ORG;ORG;;;;OLD (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_300;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;ORG;ORG;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_301;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;ORG;ORG;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_302;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;OLD;OLD;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_303;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;OLD;OLD;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_304;2008;Soil and Tillage Research;Elsevier;Earthworm;Eisenia rosea;Earthworms;Eisenia rosea;Genus;Genus Aporrectodea;NA;NA;NA;Landscape;Land-use change;CF;CF;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_305;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;NOT (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_306;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;ORG (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_307;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;OLD (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_308;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_309;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;CON;CON;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_310;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;NOT;NOT;;;;ORG (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_311;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;NOT;NOT;;;;OLD (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_312;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;NOT;NOT;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_313;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;NOT;NOT;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_314;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;ORG;ORG;;;;OLD (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_315;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;ORG;ORG;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_316;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;ORG;ORG;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_317;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;OLD;OLD;;;;CF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_318;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;OLD;OLD;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_46;Smith_2008_319;2008;Soil and Tillage Research;Elsevier;Earthworm;Octolasion tyrtaeum;Earthworms;Octolasion tyrtaeum;Family;Family Lumbricidae;NA;NA;NA;Landscape;Land-use change;CF;CF;;;;DF (gradient);Proportion of individuals;NA;% of total number of earthworms;No;NA;Taxonomical;NA;Univariate;Barplot, Figure 4;NA;NA;NA;NA;NA;United States of America;CI;NA
;s_52;Birkhofer_2014_1;2014;Insect Conservation and Diversity;Wiley Online Library;Araneae;Araneae;Spiders;Araneae;Order;Order Araneae;61;3779;NA;Landscape;Landscape complexity;Grassy margins;Margin;;;;20 m (cereal field);Number of individuals;61;NA;No;NA;Taxonomical;NA;Univariate;Figure 1.A;H1 Ecological traits: The trait composition of arthropod communities in grassy margins differs from that in organically managed ?elds, as both systems offer a range of exclusive niches. H2 Body size traits: Less disturbed grassy margins are dominated by a few large species. Frequently disturbed arable ?elds, in contrast, are dominated by a few, very abundant species. H3 Taxonomic distinctness: Because fewer niches are available, arthropod communities in disturbed cereal ?elds consist of taxonomically more closely related species than communities in less disturbed grassy margins with numerous available niches.;NA;NA;NA;NA;Germany;CI;NA
;s_52;Birkhofer_2014_2;2014;Insect Conservation and Diversity;Wiley Online Library;Carabidae;Carabidae;Beetles;Carabidae;Family;Family Carabidae;56;1787;NA;Landscape;Landscape complexity;Grassy margins;Margin;;;;20 m (cereal field);Number of individuals;56;NA;No;NA;Taxonomical;NA;Univariate;Figure 1.B;H1 Ecological traits: The trait composition of arthropod communities in grassy margins differs from that in organically managed ?elds, as both systems offer a range of exclusive niches. H2 Body size traits: Less disturbed grassy margins are dominated by a few large species. Frequently disturbed arable ?elds, in contrast, are dominated by a few, very abundant species. H3 Taxonomic distinctness: Because fewer niches are available, arthropod communities in disturbed cereal ?elds consist of taxonomically more closely related species than communities in less disturbed grassy margins with numerous available niches.;NA;NA;NA;NA;Germany;CI;NA
;s_52;Birkhofer_2014_3;2014;Insect Conservation and Diversity;Wiley Online Library;Heteroptera;Heteroptera;Other insects;Heteroptera;Suborder;Suborder Heteroptera;27;1223;NA;Landscape;Landscape complexity;Grassy margins;Margin;;;;20 m (cereal field);Number of individuals;27;NA;No;NA;Taxonomical;NA;Univariate;Figure 1.C;H1 Ecological traits: The trait composition of arthropod communities in grassy margins differs from that in organically managed ?elds, as both systems offer a range of exclusive niches. H2 Body size traits: Less disturbed grassy margins are dominated by a few large species. Frequently disturbed arable ?elds, in contrast, are dominated by a few, very abundant species. H3 Taxonomic distinctness: Because fewer niches are available, arthropod communities in disturbed cereal ?elds consist of taxonomically more closely related species than communities in less disturbed grassy margins with numerous available niches.;NA;NA;NA;NA;Germany;CI;NA
;s_52;Birkhofer_2014_4;2014;Insect Conservation and Diversity;Wiley Online Library;Aphidinae;Aphidinae;Other insects;Aphidinae;Subfamily;Subfamily Aphidinae;NA;18814;NA;Landscape;Landscape complexity;Grassy margins;Margin;;;;20 m (cereal field);Number of individuals;NA;NA;No;NA;Taxonomical;NA;Univariate;Figure 1.D;H1 Ecological traits: The trait composition of arthropod communities in grassy margins differs from that in organically managed ?elds, as both systems offer a range of exclusive niches. H2 Body size traits: Less disturbed grassy margins are dominated by a few large species. Frequently disturbed arable ?elds, in contrast, are dominated by a few, very abundant species. H3 Taxonomic distinctness: Because fewer niches are available, arthropod communities in disturbed cereal ?elds consist of taxonomically more closely related species than communities in less disturbed grassy margins with numerous available niches.;NA;NA;NA;NA;Germany;CI;NA
;s_52;Birkhofer_2014_5;2014;Insect Conservation and Diversity;Wiley Online Library;Araneae;Araneae;Spiders;Araneae;Order;Order Araneae;61;3779;NA;Landscape;Landscape complexity;Grassy margins;Margin;;;;20 m (cereal field);Proportion of individuals;61;%;No;NA;Functional;Trait value;Univariate;Figure 4.a;H1 Ecological traits: The trait composition of arthropod communities in grassy margins differs from that in organically managed ?elds, as both systems offer a range of exclusive niches. H2 Body size traits: Less disturbed grassy margins are dominated by a few large species. Frequently disturbed arable ?elds, in contrast, are dominated by a few, very abundant species. H3 Taxonomic distinctness: Because fewer niches are available, arthropod communities in disturbed cereal ?elds consist of taxonomically more closely related species than communities in less disturbed grassy margins with numerous available niches.;Life strata;1;Ecological preferences;1;Germany;CI;NA
;s_52;Birkhofer_2014_6;2014;Insect Conservation and Diversity;Wiley Online Library;Carabidae;Carabidae;Beetles;Carabidae;Family;Family Carabidae;56;1787;Phytophagous;Landscape;Landscape complexity;Grassy margins;Margin;;;;20 m (cereal field);Proportion of individuals;56;%;No;NA;Functional;Trait value;Univariate;Figure 4.b;H1 Ecological traits: The trait composition of arthropod communities in grassy margins differs from that in organically managed ?elds, as both systems offer a range of exclusive niches. H2 Body size traits: Less disturbed grassy margins are dominated by a few large species. Frequently disturbed arable ?elds, in contrast, are dominated by a few, very abundant species. H3 Taxonomic distinctness: Because fewer niches are available, arthropod communities in disturbed cereal ?elds consist of taxonomically more closely related species than communities in less disturbed grassy margins with numerous available niches.;Feeding type;1;Behavioral;1;Germany;CI;NA
;s_52;Birkhofer_2014_7;2014;Insect Conservation and Diversity;Wiley Online Library;Heteroptera;Heteroptera;Other insects;Heteroptera;Suborder;Suborder Heteroptera;27;1223;NA;Landscape;Landscape complexity;Grassy margins;Margin;;;;20 m (cereal field);Proportion of individuals;27;%;No;NA;Functional;Trait value;Univariate;Figure 4.c;H1 Ecological traits: The trait composition of arthropod communities in grassy margins differs from that in organically managed ?elds, as both systems offer a range of exclusive niches. H2 Body size traits: Less disturbed grassy margins are dominated by a few large species. Frequently disturbed arable ?elds, in contrast, are dominated by a few, very abundant species. H3 Taxonomic distinctness: Because fewer niches are available, arthropod communities in disturbed cereal ?elds consist of taxonomically more closely related species than communities in less disturbed grassy margins with numerous available niches.;Overwintering stage;1;Physiological;1;Germany;CI;NA
;s_52;Birkhofer_2014_8;2014;Insect Conservation and Diversity;Wiley Online Library;Araneae;Araneae;Spiders;Araneae;Order;Order Araneae;61;3779;NA;Landscape;Landscape complexity;Grassy margins;Margin;;;;20 m (cereal field);Cumulative dominance;61;%;No;NA;Functional;Trait value;Univariate;Figure 5.a,b;H1 Ecological traits: The trait composition of arthropod communities in grassy margins differs from that in organically managed ?elds, as both systems offer a range of exclusive niches. H2 Body size traits: Less disturbed grassy margins are dominated by a few large species. Frequently disturbed arable ?elds, in contrast, are dominated by a few, very abundant species. H3 Taxonomic distinctness: Because fewer niches are available, arthropod communities in disturbed cereal ?elds consist of taxonomically more closely related species than communities in less disturbed grassy margins with numerous available niches.;Biomass;1;Morphological;1;Germany;CI;NA
;s_52;Birkhofer_2014_9;2014;Insect Conservation and Diversity;Wiley Online Library;Carabidae;Carabidae;Beetles;Carabidae;Family;Family Carabidae;56;1787;NA;Landscape;Landscape complexity;Grassy margins;Margin;;;;20 m (cereal field);Cumulative dominance;56;%;No;NA;Functional;Trait value;Univariate;Figure 5.c,d;H1 Ecological traits: The trait composition of arthropod communities in grassy margins differs from that in organically managed ?elds, as both systems offer a range of exclusive niches. H2 Body size traits: Less disturbed grassy margins are dominated by a few large species. Frequently disturbed arable ?elds, in contrast, are dominated by a few, very abundant species. H3 Taxonomic distinctness: Because fewer niches are available, arthropod communities in disturbed cereal ?elds consist of taxonomically more closely related species than communities in less disturbed grassy margins with numerous available niches.;Biomass;1;Morphological;1;Germany;CI;NA
