Article_ID,Study_ID,Comparative_study_code,Publication_Year,Newspaper,Publisher,Article_Population,Population_studied,Population_homogenized,Group_taxo_included,Taxonomic_resolution,Taxonomic_detailed,Number_of_species_sampled,Number_of_collected_individuals,Ecological_group,Intervention_R1,Intervention_R2,Intervention_R3,Intervention_copy_paste,Comparator,Outcome_indicator,Number_of_species,Outcome_metric,Outcome_divided_into_classes,Class,Outcome_type_R1,Outcome_type_R2,Outcome_type_R3,Data location,Hypothesis ,Trait_set,Number_of_traits,Trait_group,Number of trait groups,Study_design,Source,Mod_country,Latitude,Longitude,Mod_soil_type,Mod_time_period_of_sampling,Mod_crop_species,Mod_practice,Mod_nb_sites/ parcelles expérimentales,Justif,1.1: Confounding factors bias (1),Justif,"1.2: Confounding factors bias (bis) - If anwered ""Yes or Seemingly yes"" to 1.1",Justif,2.1: Post-exposure selection bias / site selection bias (1),Justif,2.2: Post-exposure selection bias / site selection bias (2),Justif,3: Misclassified comparison bias,Justif,4: Detection bias,Justif,5: Outcome assessment bias,Justif,Overall score,Mean_intervention,Type_variation_intervention,sd_intervention,N_intervention,Mean_comparator,Type_variation_comparator,sd_comparator,N_comparator,Justif_N,Notes
s_132,s_132_site_2,Hedlund_2003_4,2003,Oikos,Wiley Online Library,Soil community,Earthworms,Earthworms,Oligochaeta,Class,Class Clitellata,NA,NA,NA,Individual practice,Crop diversification,HD-high diversity (15 species sown),The plant communities were experimentally changed by sowing high (15 species) and low (4 species) diversity seed mixtures of mid-successional grassland communities.,NC-natural colonization (plots that were naturally colonized by species present in the seed bank),Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,"Barplot, Fig 8","We tested the hypothesis that increasing the initial plant species diversity enhances the biomass production and consequently stimulates soil microbial biomass and abundance of soil invertebrates. We tested the hypothesis that an increase in the initial plant species diversity at the start of secondary succession enhances the amount of biomass produced and consequently stimulates the soil microbial biomass and the abundance of soil invertebrates. Our results support the hypothesis that the response of ecosystem functioning to changing diversity relates more to species traits than to species numbers. The inﬂuence of functional group traits on productivity has been reviewed by Diaz and Cabido (2001), who found a high number of ﬁeld studies to be correlated to functional group traits rather than to species diversity.",Biomass,1,Morphological,1,CI,NA,Sweden,55.450000,13.150000,"Brown soil, Clayey till",July or August,"Fifteen plant species (five grasses, five legume and five other forb species) (see table 2 for plant species used)",NA,5,"""The experiment was organised according to a block design with five replicate blocks.""",Low,"""To avoid confounding the species identity effect with the diversity effect (Huston 1997) each low diversity treatment was sown with a different sub-set of the 15 species used in the high diversity treatment.""",Low,Because 1.1 is low.,Low,"""The three treatments, NCnatural colonization, LD-low diversity (4 species sown) and HD-high diversity (15 species sown), were randomly allocated to the plots in each block.""",Low,"""Naturally colonized plots were treated similarly to the others but not sown.""",Medium,"Seulement des informations sur les grainesplantées et pas sur les méthodes d'agriculture, on ne sait pas si c'est parce que c'est la seule intervention qu'il y a eu ou il y en a eu d'autres mais pas précisées",Low,"""The earthworms were extracted from four squares (25 × 25 cm) in every 10 × 10 m plot. The vegetation was cleared and five l of a household detergent solution (20 ml detergent l−1) were applied on each square (East and Knight 1998). All earthworms that appeared in the squares within 30 min were collected and stored in 70% ethanol.""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,127.272727,sd,50.757576,5,83.333333,sd,28.787879,5,"20. ""The earthworms were extracted from four squares (25 × 25 cm) in every 10 × 10 m plot.""",
s_132,s_132_site_3,Hedlund_2003_5,2003,Oikos,Wiley Online Library,Soil community,Earthworms,Earthworms,Oligochaeta,Class,Class Clitellata,NA,NA,NA,Individual practice,Crop diversification,LD-low diversity (4 species sown),The plant communities were experimentally changed by sowing high (15 species) and low (4 species) diversity seed mixtures of mid-successional grassland communities.,NC-natural colonization (plots that were naturally colonized by species present in the seed bank),Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,"Barplot, Fig 8","We tested the hypothesis that increasing the initial plant species diversity enhances the biomass production and consequently stimulates soil microbial biomass and abundance of soil invertebrates. We tested the hypothesis that an increase in the initial plant species diversity at the start of secondary succession enhances the amount of biomass produced and consequently stimulates the soil microbial biomass and the abundance of soil invertebrates. Our results support the hypothesis that the response of ecosystem functioning to changing diversity relates more to species traits than to species numbers. The inﬂuence of functional group traits on productivity has been reviewed by Diaz and Cabido (2001), who found a high number of ﬁeld studies to be correlated to functional group traits rather than to species diversity.",Biomass,1,Morphological,1,CI,NA,Czechia,49.200000,15.000000,"Brown soil, Loam",July or August,"a random selection of two grasses, one legume and one forb species. (see table 2 for plant species used)",NA,5,"""The experiment was organised according to a block design with five replicate blocks.""",Low,"""To avoid confounding the species identity effect with the diversity effect (Huston 1997) each low diversity treatment was sown with a different sub-set of the 15 species used in the high diversity treatment.""",Low,Because 1.1 is low.,Low,"""The three treatments, NCnatural colonization, LD-low diversity (4 species sown) and HD-high diversity (15 species sown), were randomly allocated to the plots in each block.""",Low,"""Naturally colonized plots were treated similarly to the others but not sown.""",Medium,"Seulement des informations sur les grainesplantées et pas sur les méthodes d'agriculture, on ne sait pas si c'est parce que c'est la seule intervention qu'il y a eu ou il y en a eu d'autres mais pas précisées",Low,"""The earthworms were extracted from four squares (25 × 25 cm) in every 10 × 10 m plot. The vegetation was cleared and five l of a household detergent solution (20 ml detergent l−1) were applied on each square (East and Knight 1998). All earthworms that appeared in the squares within 30 min were collected and stored in 70% ethanol.""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,15.151515,sd,13.636364,5,10.606061,sd,7.575758,5,"20. ""The earthworms were extracted from four squares (25 × 25 cm) in every 10 × 10 m plot.""",
s_132,s_132_site_3,Hedlund_2003_6,2003,Oikos,Wiley Online Library,Soil community,Earthworms,Earthworms,Oligochaeta,Class,Class Clitellata,NA,NA,NA,Individual practice,Crop diversification,HD-high diversity (15 species sown),The plant communities were experimentally changed by sowing high (15 species) and low (4 species) diversity seed mixtures of mid-successional grassland communities.,NC-natural colonization (plots that were naturally colonized by species present in the seed bank),Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,"Barplot, Fig 8","We tested the hypothesis that increasing the initial plant species diversity enhances the biomass production and consequently stimulates soil microbial biomass and abundance of soil invertebrates. We tested the hypothesis that an increase in the initial plant species diversity at the start of secondary succession enhances the amount of biomass produced and consequently stimulates the soil microbial biomass and the abundance of soil invertebrates. Our results support the hypothesis that the response of ecosystem functioning to changing diversity relates more to species traits than to species numbers. The inﬂuence of functional group traits on productivity has been reviewed by Diaz and Cabido (2001), who found a high number of ﬁeld studies to be correlated to functional group traits rather than to species diversity.",Biomass,1,Morphological,1,CI,NA,Czechia,49.200000,15.000000,"Brown soil, Loam",July or August,"Fifteen plant species (five grasses, five legume and five other forb species) (see table 2 for plant species used)",NA,5,"""The experiment was organised according to a block design with five replicate blocks.""",Low,"""To avoid confounding the species identity effect with the diversity effect (Huston 1997) each low diversity treatment was sown with a different sub-set of the 15 species used in the high diversity treatment.""",Low,Because 1.1 is low.,Low,"""The three treatments, NCnatural colonization, LD-low diversity (4 species sown) and HD-high diversity (15 species sown), were randomly allocated to the plots in each block.""",Low,"""Naturally colonized plots were treated similarly to the others but not sown.""",Medium,"Seulement des informations sur les grainesplantées et pas sur les méthodes d'agriculture, on ne sait pas si c'est parce que c'est la seule intervention qu'il y a eu ou il y en a eu d'autres mais pas précisées",Low,"""The earthworms were extracted from four squares (25 × 25 cm) in every 10 × 10 m plot. The vegetation was cleared and five l of a household detergent solution (20 ml detergent l−1) were applied on each square (East and Knight 1998). All earthworms that appeared in the squares within 30 min were collected and stored in 70% ethanol.""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,18.181818,sd,24.242424,5,10.606061,sd,7.575758,5,"20. ""The earthworms were extracted from four squares (25 × 25 cm) in every 10 × 10 m plot.""",
s_132,s_132_site_4,Hedlund_2003_7,2003,Oikos,Wiley Online Library,Soil community,Earthworms,Earthworms,Oligochaeta,Class,Class Clitellata,NA,NA,NA,Individual practice,Crop diversification,LD-low diversity (4 species sown),The plant communities were experimentally changed by sowing high (15 species) and low (4 species) diversity seed mixtures of mid-successional grassland communities.,NC-natural colonization (plots that were naturally colonized by species present in the seed bank),Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,"Barplot, Fig 8","We tested the hypothesis that increasing the initial plant species diversity enhances the biomass production and consequently stimulates soil microbial biomass and abundance of soil invertebrates. We tested the hypothesis that an increase in the initial plant species diversity at the start of secondary succession enhances the amount of biomass produced and consequently stimulates the soil microbial biomass and the abundance of soil invertebrates. Our results support the hypothesis that the response of ecosystem functioning to changing diversity relates more to species traits than to species numbers. The inﬂuence of functional group traits on productivity has been reviewed by Diaz and Cabido (2001), who found a high number of ﬁeld studies to be correlated to functional group traits rather than to species diversity.",Biomass,1,Morphological,1,CI,NA,United Kingdom,51.400000,-0.480000,"Brown rendzina, Loam",July or August,"a random selection of two grasses, one legume and one forb species. (see table 2 for plant species used)",NA,5,"""The experiment was organised according to a block design with five replicate blocks.""",Low,"""To avoid confounding the species identity effect with the diversity effect (Huston 1997) each low diversity treatment was sown with a different sub-set of the 15 species used in the high diversity treatment.""",Low,Because 1.1 is low.,Low,"""The three treatments, NCnatural colonization, LD-low diversity (4 species sown) and HD-high diversity (15 species sown), were randomly allocated to the plots in each block.""",Low,"""Naturally colonized plots were treated similarly to the others but not sown.""",Medium,"Seulement des informations sur les grainesplantées et pas sur les méthodes d'agriculture, on ne sait pas si c'est parce que c'est la seule intervention qu'il y a eu ou il y en a eu d'autres mais pas précisées",Low,"""The earthworms were extracted from four squares (25 × 25 cm) in every 10 × 10 m plot. The vegetation was cleared and five l of a household detergent solution (20 ml detergent l−1) were applied on each square (East and Knight 1998). All earthworms that appeared in the squares within 30 min were collected and stored in 70% ethanol.""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,10.606061,sd,9.848485,5,21.212121,sd,6.818182,5,"20. ""The earthworms were extracted from four squares (25 × 25 cm) in every 10 × 10 m plot.""",
s_132,s_132_site_4,Hedlund_2003_8,2003,Oikos,Wiley Online Library,Soil community,Earthworms,Earthworms,Oligochaeta,Class,Class Clitellata,NA,NA,NA,Individual practice,Crop diversification,HD-high diversity (15 species sown),The plant communities were experimentally changed by sowing high (15 species) and low (4 species) diversity seed mixtures of mid-successional grassland communities.,NC-natural colonization (plots that were naturally colonized by species present in the seed bank),Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,"Barplot, Fig 8","We tested the hypothesis that increasing the initial plant species diversity enhances the biomass production and consequently stimulates soil microbial biomass and abundance of soil invertebrates. We tested the hypothesis that an increase in the initial plant species diversity at the start of secondary succession enhances the amount of biomass produced and consequently stimulates the soil microbial biomass and the abundance of soil invertebrates. Our results support the hypothesis that the response of ecosystem functioning to changing diversity relates more to species traits than to species numbers. The inﬂuence of functional group traits on productivity has been reviewed by Diaz and Cabido (2001), who found a high number of ﬁeld studies to be correlated to functional group traits rather than to species diversity.",Biomass,1,Morphological,1,CI,NA,United Kingdom,51.400000,-0.480000,"Brown rendzina, Loam",July or August,"Fifteen plant species (five grasses, five legume and five other forb species) (see table 2 for plant species used)",NA,5,"""The experiment was organised according to a block design with five replicate blocks.""",Low,"""To avoid confounding the species identity effect with the diversity effect (Huston 1997) each low diversity treatment was sown with a different sub-set of the 15 species used in the high diversity treatment.""",Low,Because 1.1 is low.,Low,"""The three treatments, NCnatural colonization, LD-low diversity (4 species sown) and HD-high diversity (15 species sown), were randomly allocated to the plots in each block.""",Low,"""Naturally colonized plots were treated similarly to the others but not sown.""",Medium,"Seulement des informations sur les grainesplantées et pas sur les méthodes d'agriculture, on ne sait pas si c'est parce que c'est la seule intervention qu'il y a eu ou il y en a eu d'autres mais pas précisées",Low,"""The earthworms were extracted from four squares (25 × 25 cm) in every 10 × 10 m plot. The vegetation was cleared and five l of a household detergent solution (20 ml detergent l−1) were applied on each square (East and Knight 1998). All earthworms that appeared in the squares within 30 min were collected and stored in 70% ethanol.""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,9.090909,sd,7.575758,5,21.212121,sd,6.818182,5,"20. ""The earthworms were extracted from four squares (25 × 25 cm) in every 10 × 10 m plot.""",
s_141,s_141,Zida_2011_7,2011,Applied Soil Ecology,Elsevier,Termites and earthworms,Earthworms,Earthworms,"Acanthodrilidae: Dichogaster affinis, Millsonia inermis",Subclass,Subclass Acanthodrilidae,NA,NA,NA,Individual practice,Crop diversification,S1–2 - sorghum–cotton (Gossypium hirsutum) rotation,NA,S1–1 - continuous sorghum,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 2,"This study inves tigates the effects of selected long-term soil management trials with the aim of: (1) quantifying earthworm and termite abun dance, biomass and taxonomic richness as influenced by crop rotation, tillage practices, nitrogen application, manure application and crop residue management; and (2) determining the manage ment options which could promote sustainable agro-ecosystem by improving fauna biological component and their provision of ecological services in the Savannah zone of West Africa.",Biomass,1,Morphological,1,CI,"Based on visual observation notes taken while in the field, ter mites were classified into one of four feeding groups in line with the classification of Donovan et al. (2001) and Eggleton et al. (2002). Visual observations from the field were also used to place earthworms into the following functional groups from a classification based on habitat, food choice, feeding behavior and eco-physiology (Lavelle et al., 1999, Swift and Bignell, 2001)",Burkina Faso,12.283333,-2.158333,"Ferric Lixisol, the 15 cm topsoil is sandy loam",September,"In this study sub-treatments were named S1–1 for continuous sorghum, S1–2 for sorghum–cotton (Gossypium hirsutum) and S1–3 for sorghum–cowpea (Vigna unguiculata)","T3 – low mineral fertilizer rate + biannual farmyard manure input of 5 Mg ha−1 (C (22.5%), N (1.27%), P (0.28%)), During the cotton and cowpea rotation phase, pesticide i.e. decis (deltamethrine) was applied on cotton and on cowpea to prevent crop damage. Every year at the beginning of the cropping season the land was tractor-tilled to a depth of 20 cm and rotation occurred every two years.",6,"""the full trial being comprised of six main treatments and three sub-treatments. All are replicated six times.""",Low,NA,Low,Because 1.1 is low.,Low,"""The trial is arranged in a split plot design, with the full trial being comprised of six main treatments and three sub-treatments."" une randomisation est généralement effectuée dans un split plot design",Low,NA,Low,Comparator and intervention precisely defined,Low,"""Earthworms were collected through monolith sampling only. Monolith sampling was carried out according to the standard Tropical Soil Biology and Fertility (TSBF) method (Anderson and Ingram, 1993; Swift and Bignell, 2001). One soil monolith of 25 × 25 × 30 cm was randomly sampled in each plot (n = 3).""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,0.00,se,0.03,3,0.00,se,0.03,3,"""sampling was done in three of the six replicates in the full trial"", ""One soil monolith of 25 × 25 × 30 cm was randomly sampled in each plot (n = 3)""",
s_141,s_141,Zida_2011_8,2011,Applied Soil Ecology,Elsevier,Termites and earthworms,Earthworms,Earthworms,"Acanthodrilidae: Dichogaster affinis, Millsonia inermis",Subclass,Subclass Acanthodrilidae,NA,NA,NA,Individual practice,Crop diversification,S1–3 - sorghum–cowpea (Vigna unguiculata) rotation,NA,S1–1 - continuous sorghum,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 2,"This study inves tigates the effects of selected long-term soil management trials with the aim of: (1) quantifying earthworm and termite abun dance, biomass and taxonomic richness as influenced by crop rotation, tillage practices, nitrogen application, manure application and crop residue management; and (2) determining the manage ment options which could promote sustainable agro-ecosystem by improving fauna biological component and their provision of ecological services in the Savannah zone of West Africa.",Biomass,1,Morphological,1,CI,"Based on visual observation notes taken while in the field, ter mites were classified into one of four feeding groups in line with the classification of Donovan et al. (2001) and Eggleton et al. (2002). Visual observations from the field were also used to place earthworms into the following functional groups from a classification based on habitat, food choice, feeding behavior and eco-physiology (Lavelle et al., 1999, Swift and Bignell, 2001)",Burkina Faso,12.283333,-2.158333,"Ferric Lixisol, the 15 cm topsoil is sandy loam",September,"In this study sub-treatments were named S1–1 for continuous sorghum, S1–2 for sorghum–cotton (Gossypium hirsutum) and S1–3 for sorghum–cowpea (Vigna unguiculata)","T3 – low mineral fertilizer rate + biannual farmyard manure input of 5 Mg ha−1 (C (22.5%), N (1.27%), P (0.28%)), During the cotton and cowpea rotation phase, pesticide i.e. decis (deltamethrine) was applied on cotton and on cowpea to prevent crop damage. Every year at the beginning of the cropping season the land was tractor-tilled to a depth of 20 cm and rotation occurred every two years.",6,"""the full trial being comprised of six main treatments and three sub-treatments. All are replicated six times.""",Low,NA,Low,Because 1.1 is low.,Low,"""The trial is arranged in a split plot design, with the full trial being comprised of six main treatments and three sub-treatments."" une randomisation est généralement effectuée dans un split plot design",Low,NA,Low,Comparator and intervention precisely defined,Low,"""Earthworms were collected through monolith sampling only. Monolith sampling was carried out according to the standard Tropical Soil Biology and Fertility (TSBF) method (Anderson and Ingram, 1993; Swift and Bignell, 2001). One soil monolith of 25 × 25 × 30 cm was randomly sampled in each plot (n = 3).""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,0.03,se,0.03,3,0.00,se,0.03,3,"""sampling was done in three of the six replicates in the full trial"", ""One soil monolith of 25 × 25 × 30 cm was randomly sampled in each plot (n = 3)""",
s_141,s_141,Zida_2011_40,2011,Applied Soil Ecology,Elsevier,Termites and earthworms,Earthworms,Earthworms,"Acanthodrilidae: Dichogaster affinis, Millsonia inermis",Subclass,Subclass Acanthodrilidae,NA,NA,NA,Individual practice,Tillage management,S3–2 - Hand hoe,NA,S3-1 - Animal plow,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 7,"This study inves tigates the effects of selected long-term soil management trials with the aim of: (1) quantifying earthworm and termite abun dance, biomass and taxonomic richness as influenced by crop rotation, tillage practices, nitrogen application, manure application and crop residue management; and (2) determining the manage ment options which could promote sustainable agro-ecosystem by improving fauna biological component and their provision of ecological services in the Savannah zone of West Africa.",Biomass,1,Morphological,1,CI,"Based on visual observation notes taken while in the field, ter mites were classified into one of four feeding groups in line with the classification of Donovan et al. (2001) and Eggleton et al. (2002). Visual observations from the field were also used to place earthworms into the following functional groups from a classification based on habitat, food choice, feeding behavior and eco-physiology (Lavelle et al., 1999, Swift and Bignell, 2001)",Burkina Faso,12.283333,-2.158333,"Ferric Lixisol, the 15 cm topsoil is sandy loam",September,sorghum,"Treatments receive an annual input of 100 kg ha−1 NPK (15 kg ha−1 N, 23 kg ha−1 P and 15 kg ha−1 K) + 50 kg ha−1 urea, + mannure, The ox plowing depth is 15 cm and hand hoeing depth is 5 cm.",3,"""It consists of three blocks or replications.""",Low,NA,Low,Because 1.1 is low.,Low,"""The third trial (Saria III) was established in 1990 and studies, in a randomized block design""",Low,NA,Low,Comparator and intervention precisely defined,Low,"""Earthworms were collected through monolith sampling only. Monolith sampling was carried out according to the standard Tropical Soil Biology and Fertility (TSBF) method (Anderson and Ingram, 1993; Swift and Bignell, 2001). One soil monolith of 25 × 25 × 30 cm was randomly sampled in each plot (n = 3).""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,1.43,se,1,3,0.9,se,1,3,"""One soil monolith of 25 × 25 × 30 cm was randomly sampled in each plot (n = 3)""",
s_163,s_163,Eekeren_2008_7,2008,Applied Soil Ecology,Elsevier,"Earthworms, nematodes, bacteria and fungi",Earthworms,Earthworms,NA,Class,Class Clitelatta,NA,NA,NA,Individual practice,Crop diversification,Permanent grassland,PG: Permanent grassland since 1968,PA: Permanent arable cropping since 1972,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 2,"Our objectives were (1) to determine the long-term effects of a ley-arable crop rotation system on earthworms, nematodes, bacteria and fungi, in comparison with permanent grassland and continuous arable cropping, and (2) to assess the short-term recovery of soil biota in a ley arable crop rotation. We hypothesised that three years of grass in a rotation leads to a significant recovery of earthworms, nematodes, bacteria, fungi and mineralization. Furthermore, we hypothesised that, in the long term, the soil biota in a ley-arable crop rotation would reach an intermediate position between permanent grassland and continuous arable cropping.",Biomass,1,Morphological,1,CI,NA,Netherlands,50.983333,3.816667,sandy loam soil,October,maize (?) on arable croppings,"PG: Permanent grassland since 1966; In addition to a nitrogen fertilizer (ammonium nitrate 27%), all plots received a basal fertilizer application of triple super phosphate (45% P2O5) and potassium chloride (40% K2O). In the spring of 2003 and 2004 treatments were limed. Herbicides were used in the treatments with maize. No pesticides were used on the grassland plots.",4,"""Four treatments were established in a complete randomised block design with four blocks.""",Unknown or Unclear,"""The history of the permanent grassland and the temporary grassland is described in detail in Nevens and Reheul (2003), and the permanent and temporary arable cropping systems in Nevens and Reheul (2001)."", cela suppose que les parcelles n'ont peut-être pas la même histoire mais difficile de trouver l'information",Unknown or Unclear,NA,Low,"""Four treatments were established in a complete randomised block design with four blocks.""",Low,"""In 1966, a crop rotation experiment was established on a sandy loam soil at the experimental farm of Ghent University at Melle"" On suppose que l'aire est initialement homogène car les parcelles sont géographiquement rapprochées",High,Unprecise information about crop species used,Low,"""Earthworms were sampled in 2 blocks (20 cm 20 cm 20 cm) per plot. The blocks were transferred to the laboratory where the earthworms were hand-sorted, counted, weighed and fixed in alcohol prior to identification.""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,166,NA,NA,4,5,NA,NA,4,"8. ""Earthworms were sampled in 2 blocks (20 cm 20 cm 20 cm) per plot.""",
s_163,s_163,Eekeren_2008_8,2008,Applied Soil Ecology,Elsevier,"Earthworms, nematodes, bacteria and fungi",Earthworms,Earthworms,NA,Class,Class Clitelatta,NA,NA,NA,Individual practice,Crop diversification,Ley-arable crop rotation,"TG: Temporary ley-arable crop rotation, started in 1966 with three years of grass ley followed by three years of arable land cropped with forage crops",PA: Permanent arable cropping since 1972,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 2,"Our objectives were (1) to determine the long-term effects of a ley-arable crop rotation system on earthworms, nematodes, bacteria and fungi, in comparison with permanent grassland and continuous arable cropping, and (2) to assess the short-term recovery of soil biota in a ley arable crop rotation. We hypothesised that three years of grass in a rotation leads to a significant recovery of earthworms, nematodes, bacteria, fungi and mineralization. Furthermore, we hypothesised that, in the long term, the soil biota in a ley-arable crop rotation would reach an intermediate position between permanent grassland and continuous arable cropping.",Biomass,1,Morphological,1,CI,NA,Netherlands,50.983333,3.816667,sandy loam soil,October,maize (?) on arable croppings,"TG: Temporary ley-arable crop rotation, started in 1966 with three years of grass ley followed by three years of arable land cropped with forage crops; In addition to a nitrogen fertilizer (ammonium nitrate 27%), all plots received a basal fertilizer application of triple super phosphate (45% P2O5) and potassium chloride (40% K2O). In the spring of 2003 and 2004 treatments were limed. Herbicides were used in the treatments with maize. No pesticides were used on the grassland plots.",4,"""Four treatments were established in a complete randomised block design with four blocks.""",Unknown or Unclear,"""The history of the permanent grassland and the temporary grassland is described in detail in Nevens and Reheul (2003), and the permanent and temporary arable cropping systems in Nevens and Reheul (2001)."", cela suppose que les parcelles n'ont peut-être pas la même histoire mais difficile de trouver l'information",Unknown or Unclear,NA,Low,"""Four treatments were established in a complete randomised block design with four blocks.""",Low,"""In 1966, a crop rotation experiment was established on a sandy loam soil at the experimental farm of Ghent University at Melle"" On suppose que l'aire est initialement homogène car les parcelles sont géographiquement rapprochées",High,Unprecise information about crop species used,Low,"""Earthworms were sampled in 2 blocks (20 cm 20 cm 20 cm) per plot. The blocks were transferred to the laboratory where the earthworms were hand-sorted, counted, weighed and fixed in alcohol prior to identification.""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,52,NA,NA,4,5,NA,NA,4,"8. ""Earthworms were sampled in 2 blocks (20 cm 20 cm 20 cm) per plot.""",
s_163,s_163,Eekeren_2008_9,2008,Applied Soil Ecology,Elsevier,"Earthworms, nematodes, bacteria and fungi",Earthworms,Earthworms,NA,Class,Class Clitelatta,NA,NA,NA,Individual practice,Crop diversification,Arable crop-ley rotation,TA: Temporary arable crop-ley rotation. This treatment is comparable to TG but started in 1966 with three years of arable cropping followed by three years of grass ley,PA: Permanent arable cropping since 1972,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 2,"Our objectives were (1) to determine the long-term effects of a ley-arable crop rotation system on earthworms, nematodes, bacteria and fungi, in comparison with permanent grassland and continuous arable cropping, and (2) to assess the short-term recovery of soil biota in a ley arable crop rotation. We hypothesised that three years of grass in a rotation leads to a significant recovery of earthworms, nematodes, bacteria, fungi and mineralization. Furthermore, we hypothesised that, in the long term, the soil biota in a ley-arable crop rotation would reach an intermediate position between permanent grassland and continuous arable cropping.",Biomass,1,Morphological,1,CI,NA,Netherlands,50.983333,3.816667,sandy loam soil,October,maize (?) on arable croppings,"TA: Temporary arable crop-ley rotation. This treatment is comparable to TG but started in 1966 with three years of arable cropping followed by three years of grass ley; In addition to a nitrogen fertilizer (ammonium nitrate 27%), all plots received a basal fertilizer application of triple super phosphate (45% P2O5) and potassium chloride (40% K2O). In the spring of 2003 and 2004 treatments were limed. Herbicides were used in the treatments with maize. No pesticides were used on the grassland plots.",4,"""Four treatments were established in a complete randomised block design with four blocks.""",Unknown or Unclear,"""The history of the permanent grassland and the temporary grassland is described in detail in Nevens and Reheul (2003), and the permanent and temporary arable cropping systems in Nevens and Reheul (2001)."", cela suppose que les parcelles n'ont peut-être pas la même histoire mais difficile de trouver l'information",Unknown or Unclear,NA,Low,"""Four treatments were established in a complete randomised block design with four blocks.""",Low,"""In 1966, a crop rotation experiment was established on a sandy loam soil at the experimental farm of Ghent University at Melle"" On suppose que l'aire est initialement homogène car les parcelles sont géographiquement rapprochées",High,Unprecise information about crop species used,Low,"""Earthworms were sampled in 2 blocks (20 cm 20 cm 20 cm) per plot. The blocks were transferred to the laboratory where the earthworms were hand-sorted, counted, weighed and fixed in alcohol prior to identification.""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,14,NA,NA,4,5,NA,NA,4,"8. ""Earthworms were sampled in 2 blocks (20 cm 20 cm 20 cm) per plot.""",
s_204,s_204,Fonte_2009_3,2009,Applied Soil Ecology,Elsevier,Earthworm,Earthworms,Earthworms,Earthworm,Class,Class Clitellata,NA,NA,NA,Individual practice,Crop diversification,Cover Crop ,Cover Crop ,Fallow,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,FIgure 1,NA,Biomass,1,Morphological,1,CI,NA,United States of America,38.376111,-121.875444,from sandy loam to clay dominated soils,between February and April,tomato (Solanum lycopersicum L.),cf Table 1,3 for the intervention and 4 for the comparator,"""(2) residues tilled into the soil and a cover crop planted (cover crop; n = 5), or (3) residues tilled in and the soil surface left bare (bare fallow; n = 4)""",Medium (mais pas NA) sinon High,"Comparator and intervention often have different system type (organic or conventional), irrigation type, and tillage intensity",Low,"""Relationships between earthworms, soil properties, and other continuous variables were examined using simple linear regression."", ""The association of categorical management variables (e.g., residue management, irrigation type, etc.) with earthworm populations and various soil properties were analyzed using ANOVA.""",High,Des sites déjà exploités one été choisis pour les prélèvements,Unknown or unclear,NA,Low,"""Collected information included: timing and intensity of tillage, types of fertilizers applied, residue management, form of irrigation, and years under organic farming (Table 1).""",Low,"""Within each field, three replicate pits (30 cm 30 cm 30 cm) were rapidly excavated in the center of pre-existing beds and within close proximity of each other (<10 m). Earthworms were removed by hand-sorting and returned to the lab for identification and weighing.""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,26.5443425,sd,16.2747455,5,19.2660550,sd,16.2691131,4,"9 (int) et 12 (comp). ""(2) residues tilled into the soil and a cover crop planted (cover crop; n = 5), or (3) residues tilled in and the soil surface left bare (bare fallow; n = 4)"", ""Within each field, three replicate pits (30 cm 30 cm 30 cm) were rapidly excavated""","on garde les n donnés sur les figures même si ce ne sont pas ceux relevés initialement, vérifier pq"
